,State Name,County Name,Mean_Annual_AQI
451,Oklahoma,Muskogee,0.6404494382022472
452,Oklahoma,Oklahoma,38.79347826086956
453,Oklahoma,Osage,31.88607594936709
454,Oklahoma,Pittsburg,37.05555555555556
455,Oklahoma,Sequoyah,23.29032258064516
456,Oklahoma,Tulsa,38.01086956521739
457,Oklahoma,Washington,37.10294117647059
458,Oregon,Lane,28.0
459,Oregon,Multnomah,15.010416666666666
460,Pennsylvania,Adams,8.10655737704918
461,Pennsylvania,Allegheny,49.40217391304348
462,Pennsylvania,Cambria,2.1130434782608694
463,Pennsylvania,Centre,34.035714285714285
464,Pennsylvania,Elk,33.15
465,Pennsylvania,Erie,1.3770491803278688
466,Pennsylvania,Lackawanna,2.80327868852459
467,Pennsylvania,Mercer,31.266666666666666
468,Pennsylvania,Somerset,30.85
469,Rhode Island,Kent,20.548387096774192
470,Rhode Island,Providence,36.54545454545455
471,Rhode Island,Washington,15.548387096774194
472,South Carolina,Aiken,32.54716981132076
473,South Carolina,Anderson,33.59574468085106
474,South Carolina,Berkeley,34.9
475,South Carolina,Charleston,38.13186813186813
476,South Carolina,Chesterfield,34.853932584269664
477,South Carolina,Darlington,33.4264705882353
478,South Carolina,Edgefield,34.7032967032967
479,South Carolina,Florence,27.413793103448278
480,South Carolina,Greenville,38.45054945054945
481,South Carolina,Horry,35.723404255319146
482,South Carolina,Lexington,28.945054945054945
483,South Carolina,Oconee,0.0
484,South Carolina,Richland,33.16304347826087
485,South Carolina,Spartanburg,34.40659340659341
486,South Carolina,York,22.824175824175825
487,Tennessee,Blount,34.52459016393443
488,Tennessee,Claiborne,31.28813559322034
489,Tennessee,DeKalb,31.846153846153847
490,Tennessee,Hamilton,32.494505494505496
491,Tennessee,Knox,31.857142857142858
492,Tennessee,Sevier,38.483333333333334
493,Texas,Bell,35.12903225806452
494,Texas,Bexar,42.604395604395606
495,Texas,Bowie,28.4
496,Texas,Brazoria,34.0
497,Texas,Brewster,35.78333333333333
498,Texas,Cameron,37.96774193548387
499,Texas,Collin,27.766666666666666
500,Texas,Dallas,27.625
501,Texas,Denton,33.03225806451613
502,Texas,Ector,20.084745762711865
503,Texas,El Paso,42.28125
504,Texas,Ellis,29.225806451612904
505,Texas,Freestone,0.7586206896551724
506,Texas,Gregg,28.483333333333334
507,Texas,Harrison,31.916666666666668
508,Texas,Hidalgo,34.61290322580645
509,Texas,Hood,28.17241379310345
510,Texas,Howard,24.6875
511,Texas,Hunt,27.258064516129032
512,Texas,Hutchinson,14.383333333333333
513,Texas,Jefferson,34.193548387096776
514,Texas,Johnson,29.741935483870968
515,Texas,Karnes,10.516129032258064
516,Texas,Kaufman,34.193548387096776
517,Texas,Kleberg,21.25
518,Texas,Lubbock,16.210526315789473
519,Texas,Maverick,17.482758620689655
520,Texas,McLennan,28.53125
521,Texas,Milam,0.16129032258064516
522,Texas,Navarro,43.225806451612904
523,Texas,Nueces,33.70967741935484
524,Texas,Orange,39.58064516129032
525,Texas,Parker,30.967741935483872
526,Texas,Polk,28.45
527,Texas,Potter,18.983333333333334
528,Texas,Randall,34.78333333333333
529,Texas,Robertson,0.16
530,Texas,Rockwall,26.774193548387096
531,Texas,Rusk,12.616666666666667
532,Texas,Smith,31.016666666666666
533,Texas,Tarrant,39.8125
534,Texas,Titus,1.4150943396226414
535,Texas,Travis,35.84375
536,Texas,Victoria,31.387096774193548
537,Texas,Webb,30.125
538,Texas,Wilson,12.612903225806452
539,Utah,Box Elder,38.77647058823529
540,Utah,Cache,44.06611570247934
541,Utah,Carbon,40.05982905982906
542,Utah,Davis,39.83471074380165
543,Utah,Duchesne,45.86666666666667
544,Utah,Garfield,40.66115702479339
545,Utah,Iron,37.041666666666664
546,Utah,Salt Lake,47.75409836065574
547,Utah,San Juan,37.75
548,Utah,Tooele,39.90909090909091
549,Utah,Uintah,41.04132231404959
550,Utah,Utah,40.92622950819672
551,Utah,Washington,39.78512396694215
552,Utah,Weber,40.31967213114754
553,Virginia,Albemarle,27.044444444444444
554,Virginia,Alexandria City,3.8333333333333335
555,Virginia,Arlington,26.55
556,Virginia,Bristol City,21.25
557,Virginia,Carroll,5.076923076923077
558,Virginia,Charles,17.57894736842105
559,Virginia,Chesterfield,19.2
560,Virginia,Fairfax,27.867469879518072
561,Virginia,Frederick,29.1
562,Virginia,Giles,36.44827586206897
563,Virginia,Hampton City,15.61111111111111
564,Virginia,Henrico,27.47252747252747
565,Virginia,Hopewell City,4.6923076923076925
566,Virginia,Loudoun,21.944444444444443
567,Virginia,Lynchburg City,19.65
568,Virginia,Madison,37.847457627118644
569,Virginia,Norfolk City,20.0
570,Virginia,Prince Edward,32.07142857142857
571,Virginia,Richmond City,24.0
572,Virginia,Roanoke,27.63736263736264
573,Virginia,Rockingham,24.6
574,Virginia,Salem City,22.75
575,Virginia,Stafford,4.818181818181818
576,Virginia,Virginia Beach City,21.05
577,Virginia,Winchester City,6.153846153846154
578,Washington,Adams,9.64516129032258
579,Washington,Asotin,33.41935483870968
580,Washington,Benton,20.774193548387096
581,Washington,Chelan,34.87096774193548
582,Washington,Clallam,33.54838709677419
583,Washington,Clark,16.870967741935484
584,Washington,Columbia,15.933333333333334
585,Washington,Cowlitz,13.548387096774194
586,Washington,Franklin,15.580645161290322
587,Washington,Garfield,10.64516129032258
588,Washington,Grant,18.612903225806452
589,Washington,Grays Harbor,22.193548387096776
590,Washington,Jefferson,14.571428571428571
591,Washington,King,34.96875
592,Washington,Kitsap,12.193548387096774
593,Washington,Kittitas,35.62068965517241
594,Washington,Klickitat,22.35483870967742
595,Washington,Lewis,13.870967741935484
596,Washington,Mason,18.967741935483872
597,Washington,Okanogan,54.83870967741935
598,Washington,Pierce,26.806451612903224
599,Washington,Skagit,11.290322580645162
600,Washington,Snohomish,31.451612903225808
601,Washington,Spokane,19.35483870967742
602,Washington,Stevens,46.516129032258064
603,Washington,Thurston,14.161290322580646
604,Washington,Walla Walla,17.741935483870968
605,Washington,Whatcom,32.70967741935484
606,Washington,Whitman,10.387096774193548
607,Washington,Yakima,42.903225806451616
608,West Virginia,Berkeley,34.29032258064516
609,West Virginia,Brooke,0.7926829268292683
610,West Virginia,Cabell,33.29032258064516
611,West Virginia,Gilmer,28.25
612,West Virginia,Greenbrier,35.15
613,West Virginia,Kanawha,34.07608695652174
614,West Virginia,Mason,4.483516483516484
615,West Virginia,Mineral,0.7058823529411765
616,West Virginia,Monongalia,13.404494382022472
617,West Virginia,Tucker,32.24074074074074
618,West Virginia,Wood,13.945054945054945
619,Wisconsin,Taylor,33.233333333333334
620,Wyoming,Albany,44.28813559322034
621,Wyoming,Campbell,21.21978021978022
622,Wyoming,Converse,1.945054945054945
623,Wyoming,Lincoln,7.571428571428571
624,Wyoming,Sublette,42.898305084745765
625,Wyoming,Sweetwater,6.351648351648351
626,Wyoming,Teton,41.28333333333333
627,Wyoming,Uinta,4.923076923076923
