,sysname,sysname_alt,sum_min,num_trip,day,month,year
1037,Nice Ride Minnesota,"Minneapolis, MN",21083,1224,24,4,2019
1038,Nice Ride Minnesota,"Minneapolis, MN",22856,1235,25,4,2019
1039,Nice Ride Minnesota,"Minneapolis, MN",22697,1218,26,4,2019
1040,Nice Ride Minnesota,"Minneapolis, MN",15544,748,27,4,2019
1041,Nice Ride Minnesota,"Minneapolis, MN",17530,794,28,4,2019
1042,Nice Ride Minnesota,"Minneapolis, MN",11598,804,29,4,2019
1043,Nice Ride Minnesota,"Minneapolis, MN",3684,362,30,4,2019
1044,Nice Ride Minnesota,"Minneapolis, MN",7534,635,1,5,2019
1045,Nice Ride Minnesota,"Minneapolis, MN",14176,943,2,5,2019
1046,Nice Ride Minnesota,"Minneapolis, MN",19228,1088,3,5,2019
1047,Nice Ride Minnesota,"Minneapolis, MN",83338,2800,4,5,2019
1048,Nice Ride Minnesota,"Minneapolis, MN",36241,1480,5,5,2019
1049,Nice Ride Minnesota,"Minneapolis, MN",17888,1048,6,5,2019
1050,Nice Ride Minnesota,"Minneapolis, MN",24305,1247,7,5,2019
1051,Nice Ride Minnesota,"Minneapolis, MN",2667,248,8,5,2019
1052,Nice Ride Minnesota,"Minneapolis, MN",7016,561,9,5,2019
1053,Nice Ride Minnesota,"Minneapolis, MN",23856,1238,10,5,2019
1054,Nice Ride Minnesota,"Minneapolis, MN",39730,1641,11,5,2019
1055,Nice Ride Minnesota,"Minneapolis, MN",39887,1421,12,5,2019
1056,Nice Ride Minnesota,"Minneapolis, MN",25481,1390,13,5,2019
1057,Nice Ride Minnesota,"Minneapolis, MN",27398,1500,14,5,2019
1058,Nice Ride Minnesota,"Minneapolis, MN",36248,1837,15,5,2019
1059,Nice Ride Minnesota,"Minneapolis, MN",31353,1535,16,5,2019
1060,Nice Ride Minnesota,"Minneapolis, MN",32167,1594,17,5,2019
1061,Nice Ride Minnesota,"Minneapolis, MN",12670,711,18,5,2019
1062,Nice Ride Minnesota,"Minneapolis, MN",1697,134,19,5,2019
1063,Nice Ride Minnesota,"Minneapolis, MN",24381,1225,20,5,2019
1064,Nice Ride Minnesota,"Minneapolis, MN",10435,719,21,5,2019
1065,Nice Ride Minnesota,"Minneapolis, MN",8636,628,22,5,2019
1066,Nice Ride Minnesota,"Minneapolis, MN",18181,1071,23,5,2019
1067,Nice Ride Minnesota,"Minneapolis, MN",16908,914,24,5,2019
1068,Nice Ride Minnesota,"Minneapolis, MN",76694,2677,25,5,2019
1069,Nice Ride Minnesota,"Minneapolis, MN",91086,3022,26,5,2019
1070,Nice Ride Minnesota,"Minneapolis, MN",5748,256,27,5,2019
1071,Nice Ride Minnesota,"Minneapolis, MN",24941,1252,28,5,2019
1072,Nice Ride Minnesota,"Minneapolis, MN",24824,1339,29,5,2019
1073,Nice Ride Minnesota,"Minneapolis, MN",29073,1475,30,5,2019
1074,Nice Ride Minnesota,"Minneapolis, MN",30654,1536,31,5,2019
1075,Nice Ride Minnesota,"Minneapolis, MN",54934,2072,1,6,2019
1076,Nice Ride Minnesota,"Minneapolis, MN",59004,2046,2,6,2019
1077,Nice Ride Minnesota,"Minneapolis, MN",32986,1631,3,6,2019
1078,Nice Ride Minnesota,"Minneapolis, MN",16126,970,4,6,2019
1079,Nice Ride Minnesota,"Minneapolis, MN",34455,1790,5,6,2019
1080,Nice Ride Minnesota,"Minneapolis, MN",35390,1812,6,6,2019
1081,Nice Ride Minnesota,"Minneapolis, MN",37155,1856,7,6,2019
1082,Nice Ride Minnesota,"Minneapolis, MN",66588,2432,8,6,2019
1083,Nice Ride Minnesota,"Minneapolis, MN",25242,1070,9,6,2019
1084,Nice Ride Minnesota,"Minneapolis, MN",37006,1641,10,6,2019
1085,Nice Ride Minnesota,"Minneapolis, MN",12592,859,11,6,2019
1086,Nice Ride Minnesota,"Minneapolis, MN",29058,1469,12,6,2019
1087,Nice Ride Minnesota,"Minneapolis, MN",31455,1623,13,6,2019
1088,Nice Ride Minnesota,"Minneapolis, MN",38966,1819,14,6,2019
1089,Nice Ride Minnesota,"Minneapolis, MN",41834,1734,15,6,2019
1090,Nice Ride Minnesota,"Minneapolis, MN",51243,1841,16,6,2019
1091,Nice Ride Minnesota,"Minneapolis, MN",25695,1349,17,6,2019
1092,Nice Ride Minnesota,"Minneapolis, MN",28886,1480,18,6,2019
1093,Nice Ride Minnesota,"Minneapolis, MN",34158,1711,19,6,2019
1094,Nice Ride Minnesota,"Minneapolis, MN",16867,919,20,6,2019
1095,Nice Ride Minnesota,"Minneapolis, MN",35069,1694,21,6,2019
1096,Nice Ride Minnesota,"Minneapolis, MN",59476,2252,22,6,2019
1097,Nice Ride Minnesota,"Minneapolis, MN",24918,1157,23,6,2019
1098,Nice Ride Minnesota,"Minneapolis, MN",19908,1186,24,6,2019
1099,Nice Ride Minnesota,"Minneapolis, MN",34907,1765,25,6,2019
1100,Nice Ride Minnesota,"Minneapolis, MN",33272,1747,26,6,2019
1101,Nice Ride Minnesota,"Minneapolis, MN",17594,1094,27,6,2019
1102,Nice Ride Minnesota,"Minneapolis, MN",33814,1705,28,6,2019
1103,Nice Ride Minnesota,"Minneapolis, MN",49959,2095,29,6,2019
1104,Nice Ride Minnesota,"Minneapolis, MN",30131,1207,30,6,2019
1105,Nice Ride Minnesota,"Minneapolis, MN",12021,960,1,7,2019
1106,Nice Ride Minnesota,"Minneapolis, MN",42735,2271,2,7,2019
1107,Nice Ride Minnesota,"Minneapolis, MN",38887,2096,3,7,2019
1108,Nice Ride Minnesota,"Minneapolis, MN",74193,2899,4,7,2019
1109,Nice Ride Minnesota,"Minneapolis, MN",44632,1965,5,7,2019
1110,Nice Ride Minnesota,"Minneapolis, MN",84769,3136,6,7,2019
1111,Nice Ride Minnesota,"Minneapolis, MN",60376,2535,7,7,2019
1112,Nice Ride Minnesota,"Minneapolis, MN",43431,2351,8,7,2019
1113,Nice Ride Minnesota,"Minneapolis, MN",28297,1867,9,7,2019
1114,Nice Ride Minnesota,"Minneapolis, MN",33946,2056,10,7,2019
1115,Nice Ride Minnesota,"Minneapolis, MN",55533,2889,11,7,2019
1116,Nice Ride Minnesota,"Minneapolis, MN",52200,2798,12,7,2019
1117,Nice Ride Minnesota,"Minneapolis, MN",78733,3277,13,7,2019
1118,Nice Ride Minnesota,"Minneapolis, MN",51338,2144,14,7,2019
1119,Nice Ride Minnesota,"Minneapolis, MN",25930,1485,15,7,2019
1120,Nice Ride Minnesota,"Minneapolis, MN",32738,1801,16,7,2019
1121,Nice Ride Minnesota,"Minneapolis, MN",38463,2198,17,7,2019
1122,Nice Ride Minnesota,"Minneapolis, MN",35525,2046,18,7,2019
1123,Nice Ride Minnesota,"Minneapolis, MN",35331,1964,19,7,2019
1124,Nice Ride Minnesota,"Minneapolis, MN",46907,2057,20,7,2019
1125,Nice Ride Minnesota,"Minneapolis, MN",80370,3009,21,7,2019
1126,Nice Ride Minnesota,"Minneapolis, MN",48481,2378,22,7,2019
1127,Nice Ride Minnesota,"Minneapolis, MN",48470,2475,23,7,2019
1128,Nice Ride Minnesota,"Minneapolis, MN",55897,2813,24,7,2019
1129,Nice Ride Minnesota,"Minneapolis, MN",45936,2330,25,7,2019
1130,Nice Ride Minnesota,"Minneapolis, MN",43865,2130,26,7,2019
1131,Nice Ride Minnesota,"Minneapolis, MN",97164,3740,27,7,2019
1132,Nice Ride Minnesota,"Minneapolis, MN",25232,1190,28,7,2019
1133,Nice Ride Minnesota,"Minneapolis, MN",51833,2564,29,7,2019
1134,Nice Ride Minnesota,"Minneapolis, MN",50902,2672,30,7,2019
1135,Nice Ride Minnesota,"Minneapolis, MN",51727,2737,31,7,2019
1136,Nice Ride Minnesota,"Minneapolis, MN",46129,2510,1,8,2019
1137,Nice Ride Minnesota,"Minneapolis, MN",56204,2880,2,8,2019
1138,Nice Ride Minnesota,"Minneapolis, MN",73805,2941,3,8,2019
1139,Nice Ride Minnesota,"Minneapolis, MN",73323,2942,4,8,2019
1140,Nice Ride Minnesota,"Minneapolis, MN",30010,1752,5,8,2019
1141,Nice Ride Minnesota,"Minneapolis, MN",49194,2508,6,8,2019
1142,Nice Ride Minnesota,"Minneapolis, MN",43493,2415,7,8,2019
1143,Nice Ride Minnesota,"Minneapolis, MN",44634,2353,8,8,2019
1144,Nice Ride Minnesota,"Minneapolis, MN",46205,2460,9,8,2019
1145,Nice Ride Minnesota,"Minneapolis, MN",23734,1253,10,8,2019
1146,Nice Ride Minnesota,"Minneapolis, MN",55528,2265,11,8,2019
1147,Nice Ride Minnesota,"Minneapolis, MN",32833,1945,12,8,2019
1148,Nice Ride Minnesota,"Minneapolis, MN",26895,1712,13,8,2019
1149,Nice Ride Minnesota,"Minneapolis, MN",43951,2478,14,8,2019
1150,Nice Ride Minnesota,"Minneapolis, MN",37210,2196,15,8,2019
1151,Nice Ride Minnesota,"Minneapolis, MN",45613,2387,16,8,2019
1152,Nice Ride Minnesota,"Minneapolis, MN",72921,2914,17,8,2019
1153,Nice Ride Minnesota,"Minneapolis, MN",60030,2415,18,8,2019
1154,Nice Ride Minnesota,"Minneapolis, MN",41233,2218,19,8,2019
1155,Nice Ride Minnesota,"Minneapolis, MN",31936,1898,20,8,2019
1156,Nice Ride Minnesota,"Minneapolis, MN",42720,2423,21,8,2019
1157,Nice Ride Minnesota,"Minneapolis, MN",38751,2182,22,8,2019
1158,Nice Ride Minnesota,"Minneapolis, MN",49366,2475,23,8,2019
1159,Nice Ride Minnesota,"Minneapolis, MN",60409,2485,24,8,2019
1160,Nice Ride Minnesota,"Minneapolis, MN",43044,1844,25,8,2019
1161,Nice Ride Minnesota,"Minneapolis, MN",21328,1430,26,8,2019
1162,Nice Ride Minnesota,"Minneapolis, MN",29286,1872,27,8,2019
1163,Nice Ride Minnesota,"Minneapolis, MN",33412,2039,28,8,2019
1164,Nice Ride Minnesota,"Minneapolis, MN",35475,2256,29,8,2019
1165,Nice Ride Minnesota,"Minneapolis, MN",48556,2424,30,8,2019
1166,Nice Ride Minnesota,"Minneapolis, MN",58960,2378,31,8,2019
1167,Nice Ride Minnesota,"Minneapolis, MN",44289,1783,1,9,2019
1168,Nice Ride Minnesota,"Minneapolis, MN",54651,2186,2,9,2019
1169,Nice Ride Minnesota,"Minneapolis, MN",26753,1865,3,9,2019
1170,Nice Ride Minnesota,"Minneapolis, MN",30717,2108,4,9,2019
1171,Nice Ride Minnesota,"Minneapolis, MN",29361,2003,5,9,2019
1172,Nice Ride Minnesota,"Minneapolis, MN",39479,2348,6,9,2019
1173,Nice Ride Minnesota,"Minneapolis, MN",39129,1881,7,9,2019
1174,Nice Ride Minnesota,"Minneapolis, MN",15555,857,8,9,2019
1175,Nice Ride Minnesota,"Minneapolis, MN",12287,1087,9,9,2019
1176,Nice Ride Minnesota,"Minneapolis, MN",32610,2091,10,9,2019
1177,Nice Ride Minnesota,"Minneapolis, MN",13844,1165,11,9,2019
1178,Nice Ride Minnesota,"Minneapolis, MN",8684,824,12,9,2019
1179,Nice Ride Minnesota,"Minneapolis, MN",20708,1493,13,9,2019
1180,Nice Ride Minnesota,"Minneapolis, MN",45891,1969,14,9,2019
1181,Nice Ride Minnesota,"Minneapolis, MN",45553,1883,15,9,2019
1182,Nice Ride Minnesota,"Minneapolis, MN",29611,1899,16,9,2019
1183,Nice Ride Minnesota,"Minneapolis, MN",29263,1971,17,9,2019
1184,Nice Ride Minnesota,"Minneapolis, MN",24808,1649,18,9,2019
1185,Nice Ride Minnesota,"Minneapolis, MN",32775,2154,19,9,2019
1186,Nice Ride Minnesota,"Minneapolis, MN",38145,2165,20,9,2019
1187,Nice Ride Minnesota,"Minneapolis, MN",30903,1584,21,9,2019
1188,Nice Ride Minnesota,"Minneapolis, MN",30825,1503,22,9,2019
1189,Nice Ride Minnesota,"Minneapolis, MN",31254,1999,23,9,2019
1190,Nice Ride Minnesota,"Minneapolis, MN",27481,1873,24,9,2019
1191,Nice Ride Minnesota,"Minneapolis, MN",22764,1720,25,9,2019
1192,Nice Ride Minnesota,"Minneapolis, MN",26634,1830,26,9,2019
1193,Nice Ride Minnesota,"Minneapolis, MN",22380,1571,27,9,2019
1194,Nice Ride Minnesota,"Minneapolis, MN",42397,1956,28,9,2019
1195,Nice Ride Minnesota,"Minneapolis, MN",8035,562,29,9,2019
1196,Nice Ride Minnesota,"Minneapolis, MN",21564,1573,30,9,2019
1197,Nice Ride Minnesota,"Minneapolis, MN",46,1,1,10,2019
1198,Nice Ride Minnesota,"Minneapolis, MN",4,1,1,4,2020
1199,Nice Ride Minnesota,"Minneapolis, MN",7,2,4,4,2020
1200,Nice Ride Minnesota,"Minneapolis, MN",3321,120,6,4,2020
1201,Nice Ride Minnesota,"Minneapolis, MN",12556,373,7,4,2020
1202,Nice Ride Minnesota,"Minneapolis, MN",6589,222,8,4,2020
1203,Nice Ride Minnesota,"Minneapolis, MN",1319,81,9,4,2020
1204,Nice Ride Minnesota,"Minneapolis, MN",9459,313,10,4,2020
1205,Nice Ride Minnesota,"Minneapolis, MN",24182,716,11,4,2020
1206,Nice Ride Minnesota,"Minneapolis, MN",593,30,12,4,2020
1207,Nice Ride Minnesota,"Minneapolis, MN",714,45,13,4,2020
1208,Nice Ride Minnesota,"Minneapolis, MN",1305,67,14,4,2020
1209,Nice Ride Minnesota,"Minneapolis, MN",1747,99,15,4,2020
1210,Nice Ride Minnesota,"Minneapolis, MN",5434,228,16,4,2020
1211,Nice Ride Minnesota,"Minneapolis, MN",7311,280,17,4,2020
1212,Nice Ride Minnesota,"Minneapolis, MN",31021,844,18,4,2020
1213,Nice Ride Minnesota,"Minneapolis, MN",18274,541,19,4,2020
1214,Nice Ride Minnesota,"Minneapolis, MN",5777,247,20,4,2020
1215,Nice Ride Minnesota,"Minneapolis, MN",7585,290,21,4,2020
1216,Nice Ride Minnesota,"Minneapolis, MN",30287,864,22,4,2020
1217,Nice Ride Minnesota,"Minneapolis, MN",14844,493,23,4,2020
1218,Nice Ride Minnesota,"Minneapolis, MN",19793,610,24,4,2020
1219,Nice Ride Minnesota,"Minneapolis, MN",44202,1219,25,4,2020
1220,Nice Ride Minnesota,"Minneapolis, MN",35045,964,26,4,2020
1221,Nice Ride Minnesota,"Minneapolis, MN",34522,1014,27,4,2020
1222,Nice Ride Minnesota,"Minneapolis, MN",4826,206,28,4,2020
1223,Nice Ride Minnesota,"Minneapolis, MN",21317,633,29,4,2020
1224,Nice Ride Minnesota,"Minneapolis, MN",32909,950,30,4,2020
1225,Nice Ride Minnesota,"Minneapolis, MN",22325,681,1,5,2020
1226,Nice Ride Minnesota,"Minneapolis, MN",57793,1558,2,5,2020
1227,Nice Ride Minnesota,"Minneapolis, MN",52294,1312,3,5,2020
1228,Nice Ride Minnesota,"Minneapolis, MN",20622,616,4,5,2020
1229,Nice Ride Minnesota,"Minneapolis, MN",19452,593,5,5,2020
1230,Nice Ride Minnesota,"Minneapolis, MN",29763,813,6,5,2020
1231,Nice Ride Minnesota,"Minneapolis, MN",21898,723,7,5,2020
1232,Nice Ride Minnesota,"Minneapolis, MN",16951,553,8,5,2020
1233,Nice Ride Minnesota,"Minneapolis, MN",13962,424,9,5,2020
1234,Nice Ride Minnesota,"Minneapolis, MN",8555,254,10,5,2020
1235,Nice Ride Minnesota,"Minneapolis, MN",17703,575,11,5,2020
1236,Nice Ride Minnesota,"Minneapolis, MN",24781,743,12,5,2020
1237,Nice Ride Minnesota,"Minneapolis, MN",7085,289,13,5,2020
1238,Nice Ride Minnesota,"Minneapolis, MN",29423,877,14,5,2020
1239,Nice Ride Minnesota,"Minneapolis, MN",37865,1036,15,5,2020
1240,Nice Ride Minnesota,"Minneapolis, MN",17898,505,16,5,2020
1241,Nice Ride Minnesota,"Minneapolis, MN",1643,76,17,5,2020
1242,Nice Ride Minnesota,"Minneapolis, MN",18864,613,18,5,2020
1243,Nice Ride Minnesota,"Minneapolis, MN",34475,958,19,5,2020
1244,Nice Ride Minnesota,"Minneapolis, MN",37443,1044,20,5,2020
1245,Nice Ride Minnesota,"Minneapolis, MN",22421,749,21,5,2020
1246,Nice Ride Minnesota,"Minneapolis, MN",20901,729,22,5,2020
1247,Nice Ride Minnesota,"Minneapolis, MN",33113,832,23,5,2020
1248,Nice Ride Minnesota,"Minneapolis, MN",50349,1263,24,5,2020
1249,Nice Ride Minnesota,"Minneapolis, MN",39565,999,25,5,2020
1250,Nice Ride Minnesota,"Minneapolis, MN",14839,515,26,5,2020
1251,Nice Ride Minnesota,"Minneapolis, MN",32071,967,27,5,2020
1252,Nice Ride Minnesota,"Minneapolis, MN",36141,1085,28,5,2020
1253,Nice Ride Minnesota,"Minneapolis, MN",36765,1077,29,5,2020
1254,Nice Ride Minnesota,"Minneapolis, MN",37863,964,30,5,2020
1255,Nice Ride Minnesota,"Minneapolis, MN",15680,484,1,6,2020
1256,Nice Ride Minnesota,"Minneapolis, MN",12118,475,2,6,2020
1257,Nice Ride Minnesota,"Minneapolis, MN",23685,747,3,6,2020
1258,Nice Ride Minnesota,"Minneapolis, MN",25415,855,4,6,2020
1259,Nice Ride Minnesota,"Minneapolis, MN",34448,1178,5,6,2020
1260,Nice Ride Minnesota,"Minneapolis, MN",31882,980,6,6,2020
1261,Nice Ride Minnesota,"Minneapolis, MN",42665,1174,7,6,2020
1262,Nice Ride Minnesota,"Minneapolis, MN",22802,747,8,6,2020
1263,Nice Ride Minnesota,"Minneapolis, MN",13081,504,9,6,2020
1264,Nice Ride Minnesota,"Minneapolis, MN",23743,844,10,6,2020
1265,Nice Ride Minnesota,"Minneapolis, MN",30990,1084,11,6,2020
1266,Nice Ride Minnesota,"Minneapolis, MN",34127,1194,12,6,2020
1267,Nice Ride Minnesota,"Minneapolis, MN",38717,1348,13,6,2020
1268,Nice Ride Minnesota,"Minneapolis, MN",43599,1276,14,6,2020
1269,Nice Ride Minnesota,"Minneapolis, MN",25628,947,15,6,2020
1270,Nice Ride Minnesota,"Minneapolis, MN",25797,1010,16,6,2020
1271,Nice Ride Minnesota,"Minneapolis, MN",29100,1092,17,6,2020
1272,Nice Ride Minnesota,"Minneapolis, MN",14634,609,18,6,2020
1273,Nice Ride Minnesota,"Minneapolis, MN",32998,1253,19,6,2020
1274,Nice Ride Minnesota,"Minneapolis, MN",44968,1514,20,6,2020
1275,Nice Ride Minnesota,"Minneapolis, MN",25460,886,21,6,2020
1276,Nice Ride Minnesota,"Minneapolis, MN",25700,1019,22,6,2020
1277,Nice Ride Minnesota,"Minneapolis, MN",27131,1082,23,6,2020
1278,Nice Ride Minnesota,"Minneapolis, MN",30797,1204,24,6,2020
1279,Nice Ride Minnesota,"Minneapolis, MN",29093,1124,25,6,2020
1280,Nice Ride Minnesota,"Minneapolis, MN",30824,1166,26,6,2020
1281,Nice Ride Minnesota,"Minneapolis, MN",45166,1498,27,6,2020
1282,Nice Ride Minnesota,"Minneapolis, MN",32658,1147,28,6,2020
1283,Nice Ride Minnesota,"Minneapolis, MN",17943,706,29,6,2020
1284,Nice Ride Minnesota,"Minneapolis, MN",24473,958,30,6,2020
1285,Nice Ride Minnesota,"Minneapolis, MN",25345,1004,1,7,2020
1286,Nice Ride Minnesota,"Minneapolis, MN",24501,1035,2,7,2020
1287,Nice Ride Minnesota,"Minneapolis, MN",33188,1132,3,7,2020
1288,Nice Ride Minnesota,"Minneapolis, MN",37747,1297,4,7,2020
1289,Nice Ride Minnesota,"Minneapolis, MN",30926,1037,5,7,2020
1290,Nice Ride Minnesota,"Minneapolis, MN",23385,856,6,7,2020
1291,Nice Ride Minnesota,"Minneapolis, MN",25047,973,7,7,2020
1292,Nice Ride Minnesota,"Minneapolis, MN",21274,892,8,7,2020
1293,Nice Ride Minnesota,"Minneapolis, MN",25398,926,9,7,2020
1294,Nice Ride Minnesota,"Minneapolis, MN",38508,1356,10,7,2020
1295,Nice Ride Minnesota,"Minneapolis, MN",38607,1279,11,7,2020
1296,Nice Ride Minnesota,"Minneapolis, MN",53761,1683,12,7,2020
1297,Nice Ride Minnesota,"Minneapolis, MN",27244,1077,13,7,2020
1298,Nice Ride Minnesota,"Minneapolis, MN",19446,794,14,7,2020
1299,Nice Ride Minnesota,"Minneapolis, MN",34389,1265,15,7,2020
1300,Nice Ride Minnesota,"Minneapolis, MN",29784,1083,16,7,2020
1301,Nice Ride Minnesota,"Minneapolis, MN",27329,1122,17,7,2020
1302,Nice Ride Minnesota,"Minneapolis, MN",29462,1119,18,7,2020
1303,Nice Ride Minnesota,"Minneapolis, MN",46751,1500,19,7,2020
1304,Nice Ride Minnesota,"Minneapolis, MN",26925,1101,20,7,2020
1305,Nice Ride Minnesota,"Minneapolis, MN",24571,973,21,7,2020
1306,Nice Ride Minnesota,"Minneapolis, MN",25994,968,22,7,2020
1307,Nice Ride Minnesota,"Minneapolis, MN",31383,1231,23,7,2020
1308,Nice Ride Minnesota,"Minneapolis, MN",26842,1140,24,7,2020
1309,Nice Ride Minnesota,"Minneapolis, MN",26430,1038,25,7,2020
1310,Nice Ride Minnesota,"Minneapolis, MN",32473,1078,26,7,2020
1311,Nice Ride Minnesota,"Minneapolis, MN",27968,1111,27,7,2020
1312,Nice Ride Minnesota,"Minneapolis, MN",26880,1072,28,7,2020
1313,Nice Ride Minnesota,"Minneapolis, MN",28972,1153,29,7,2020
1314,Nice Ride Minnesota,"Minneapolis, MN",24973,1057,30,7,2020
1315,Nice Ride Minnesota,"Minneapolis, MN",36069,1359,31,7,2020
1316,Nice Ride Minnesota,"Minneapolis, MN",43705,1519,1,8,2020
1317,Nice Ride Minnesota,"Minneapolis, MN",43243,1417,2,8,2020
1318,Nice Ride Minnesota,"Minneapolis, MN",26603,981,3,8,2020
1319,Nice Ride Minnesota,"Minneapolis, MN",28482,1121,4,8,2020
1320,Nice Ride Minnesota,"Minneapolis, MN",21403,926,5,8,2020
1321,Nice Ride Minnesota,"Minneapolis, MN",25798,1083,6,8,2020
1322,Nice Ride Minnesota,"Minneapolis, MN",26209,1034,7,8,2020
1323,Nice Ride Minnesota,"Minneapolis, MN",28443,1014,8,8,2020
1324,Nice Ride Minnesota,"Minneapolis, MN",28711,961,9,8,2020
1325,Nice Ride Minnesota,"Minneapolis, MN",25834,982,10,8,2020
1326,Nice Ride Minnesota,"Minneapolis, MN",26121,1022,11,8,2020
1327,Nice Ride Minnesota,"Minneapolis, MN",10623,557,12,8,2020
1328,Nice Ride Minnesota,"Minneapolis, MN",20889,903,13,8,2020
1329,Nice Ride Minnesota,"Minneapolis, MN",16279,725,14,8,2020
1330,Nice Ride Minnesota,"Minneapolis, MN",46328,1535,15,8,2020
1331,Nice Ride Minnesota,"Minneapolis, MN",41910,1395,16,8,2020
1332,Nice Ride Minnesota,"Minneapolis, MN",21952,895,17,8,2020
1333,Nice Ride Minnesota,"Minneapolis, MN",27042,1110,18,8,2020
1334,Nice Ride Minnesota,"Minneapolis, MN",20601,918,19,8,2020
1335,Nice Ride Minnesota,"Minneapolis, MN",22710,915,20,8,2020
1336,Nice Ride Minnesota,"Minneapolis, MN",23347,1000,21,8,2020
1337,Nice Ride Minnesota,"Minneapolis, MN",33779,1256,22,8,2020
1338,Nice Ride Minnesota,"Minneapolis, MN",28604,1012,23,8,2020
1339,Nice Ride Minnesota,"Minneapolis, MN",17522,779,24,8,2020
1340,Nice Ride Minnesota,"Minneapolis, MN",18772,834,25,8,2020
1341,Nice Ride Minnesota,"Minneapolis, MN",18447,842,26,8,2020
1342,Nice Ride Minnesota,"Minneapolis, MN",15738,691,27,8,2020
1343,Nice Ride Minnesota,"Minneapolis, MN",17663,794,28,8,2020
1344,Nice Ride Minnesota,"Minneapolis, MN",37446,1241,29,8,2020
1345,Nice Ride Minnesota,"Minneapolis, MN",28467,996,30,8,2020
1346,Nice Ride Minnesota,"Minneapolis, MN",17214,724,31,8,2020
1347,Nice Ride Minnesota,"Minneapolis, MN",510,7,1,9,2020
1348,Bay Wheels,"San Francisco, CA",66097,5789,2,1,2019
1349,Bay Wheels,"San Francisco, CA",69637,6317,3,1,2019
1350,Bay Wheels,"San Francisco, CA",70927,6397,4,1,2019
1351,Bay Wheels,"San Francisco, CA",24446,2112,5,1,2019
1352,Bay Wheels,"San Francisco, CA",6890,676,6,1,2019
1353,Bay Wheels,"San Francisco, CA",72484,6864,7,1,2019
1354,Bay Wheels,"San Francisco, CA",74810,7150,8,1,2019
1355,Bay Wheels,"San Francisco, CA",73618,7045,9,1,2019
1356,Bay Wheels,"San Francisco, CA",80306,7654,10,1,2019
1357,Bay Wheels,"San Francisco, CA",61328,5786,11,1,2019
1358,Bay Wheels,"San Francisco, CA",63280,4327,12,1,2019
1359,Bay Wheels,"San Francisco, CA",50230,3817,13,1,2019
1360,Bay Wheels,"San Francisco, CA",72289,7022,14,1,2019
1361,Bay Wheels,"San Francisco, CA",33440,3441,15,1,2019
1362,Bay Wheels,"San Francisco, CA",43974,4483,16,1,2019
1363,Bay Wheels,"San Francisco, CA",57973,5761,17,1,2019
1364,Bay Wheels,"San Francisco, CA",82753,7554,18,1,2019
1365,Bay Wheels,"San Francisco, CA",74271,4952,19,1,2019
1366,Bay Wheels,"San Francisco, CA",33994,2531,20,1,2019
1367,Bay Wheels,"San Francisco, CA",68581,5219,21,1,2019
1368,Bay Wheels,"San Francisco, CA",90880,8702,22,1,2019
1369,Bay Wheels,"San Francisco, CA",94558,9040,23,1,2019
1370,Bay Wheels,"San Francisco, CA",97073,9242,24,1,2019
1371,Bay Wheels,"San Francisco, CA",101615,8854,25,1,2019
1372,Bay Wheels,"San Francisco, CA",77932,5437,26,1,2019
1373,Bay Wheels,"San Francisco, CA",69711,4938,27,1,2019
1374,Bay Wheels,"San Francisco, CA",99641,9384,28,1,2019
1375,Bay Wheels,"San Francisco, CA",98042,9506,29,1,2019
1376,Bay Wheels,"San Francisco, CA",99355,9338,30,1,2019
1377,Bay Wheels,"San Francisco, CA",100479,9297,31,1,2019
1378,Bay Wheels,"San Francisco, CA",62017,6112,1,2,2019
1379,Bay Wheels,"San Francisco, CA",37350,3211,2,2,2019
1380,Bay Wheels,"San Francisco, CA",31756,2830,3,2,2019
1381,Bay Wheels,"San Francisco, CA",52633,5474,4,2,2019
1382,Bay Wheels,"San Francisco, CA",86055,8463,5,2,2019
1383,Bay Wheels,"San Francisco, CA",91157,9033,6,2,2019
1384,Bay Wheels,"San Francisco, CA",95387,9194,7,2,2019
1385,Bay Wheels,"San Francisco, CA",64162,6342,8,2,2019
1386,Bay Wheels,"San Francisco, CA",29809,2705,9,2,2019
1387,Bay Wheels,"San Francisco, CA",49213,3909,10,2,2019
1388,Bay Wheels,"San Francisco, CA",90264,8617,11,2,2019
1389,Bay Wheels,"San Francisco, CA",85981,8455,12,2,2019
1390,Bay Wheels,"San Francisco, CA",30275,3197,13,2,2019
1391,Bay Wheels,"San Francisco, CA",67052,6573,14,2,2019
1392,Bay Wheels,"San Francisco, CA",77942,7268,15,2,2019
1393,Bay Wheels,"San Francisco, CA",49600,3957,16,2,2019
1394,Bay Wheels,"San Francisco, CA",60400,4176,17,2,2019
1395,Bay Wheels,"San Francisco, CA",71241,5592,18,2,2019
1396,Bay Wheels,"San Francisco, CA",100088,9425,19,2,2019
1397,Bay Wheels,"San Francisco, CA",101933,9622,20,2,2019
1398,Bay Wheels,"San Francisco, CA",99981,9503,21,2,2019
1399,Bay Wheels,"San Francisco, CA",102027,9155,22,2,2019
1400,Bay Wheels,"San Francisco, CA",74642,5399,23,2,2019
1401,Bay Wheels,"San Francisco, CA",56328,4452,24,2,2019
1402,Bay Wheels,"San Francisco, CA",68179,7017,25,2,2019
1403,Bay Wheels,"San Francisco, CA",50215,5366,26,2,2019
1404,Bay Wheels,"San Francisco, CA",77786,7674,27,2,2019
