,sysname,sysname_alt,sum_min,num_trip,day,month,year
0,Blue Bikes,"Boston Metro, MA",32187,2623,2,1,2019
1,Blue Bikes,"Boston Metro, MA",36632,2993,3,1,2019
2,Blue Bikes,"Boston Metro, MA",43345,3379,4,1,2019
3,Blue Bikes,"Boston Metro, MA",9177,782,5,1,2019
4,Blue Bikes,"Boston Metro, MA",21476,1620,6,1,2019
5,Blue Bikes,"Boston Metro, MA",32297,2858,7,1,2019
6,Blue Bikes,"Boston Metro, MA",34698,2970,8,1,2019
7,Blue Bikes,"Boston Metro, MA",40676,3375,9,1,2019
8,Blue Bikes,"Boston Metro, MA",39484,3320,10,1,2019
9,Blue Bikes,"Boston Metro, MA",30072,2636,11,1,2019
10,Blue Bikes,"Boston Metro, MA",13959,1227,12,1,2019
11,Blue Bikes,"Boston Metro, MA",13246,1157,13,1,2019
12,Blue Bikes,"Boston Metro, MA",33418,3000,14,1,2019
13,Blue Bikes,"Boston Metro, MA",38170,3291,15,1,2019
14,Blue Bikes,"Boston Metro, MA",40472,3552,16,1,2019
15,Blue Bikes,"Boston Metro, MA",34999,3136,17,1,2019
16,Blue Bikes,"Boston Metro, MA",40791,3271,18,1,2019
17,Blue Bikes,"Boston Metro, MA",17688,1380,19,1,2019
18,Blue Bikes,"Boston Metro, MA",2556,151,21,1,2019
19,Blue Bikes,"Boston Metro, MA",13923,932,22,1,2019
20,Blue Bikes,"Boston Metro, MA",23469,1799,23,1,2019
21,Blue Bikes,"Boston Metro, MA",17562,1486,24,1,2019
22,Blue Bikes,"Boston Metro, MA",36072,3012,25,1,2019
23,Blue Bikes,"Boston Metro, MA",23610,1718,26,1,2019
24,Blue Bikes,"Boston Metro, MA",29650,1908,27,1,2019
25,Blue Bikes,"Boston Metro, MA",37524,3256,28,1,2019
26,Blue Bikes,"Boston Metro, MA",36907,3236,29,1,2019
27,Blue Bikes,"Boston Metro, MA",30046,2553,30,1,2019
28,Blue Bikes,"Boston Metro, MA",17799,1638,31,1,2019
29,Blue Bikes,"Boston Metro, MA",24194,2203,1,2,2019
30,Blue Bikes,"Boston Metro, MA",18233,1568,2,2,2019
31,Blue Bikes,"Boston Metro, MA",27262,2059,3,2,2019
32,Blue Bikes,"Boston Metro, MA",63234,4764,4,2,2019
33,Blue Bikes,"Boston Metro, MA",89227,5806,5,2,2019
34,Blue Bikes,"Boston Metro, MA",47325,4045,6,2,2019
35,Blue Bikes,"Boston Metro, MA",42725,3719,7,2,2019
36,Blue Bikes,"Boston Metro, MA",50194,3850,8,2,2019
37,Blue Bikes,"Boston Metro, MA",25699,1818,9,2,2019
38,Blue Bikes,"Boston Metro, MA",26443,1961,10,2,2019
39,Blue Bikes,"Boston Metro, MA",42721,3787,11,2,2019
40,Blue Bikes,"Boston Metro, MA",24384,2163,12,2,2019
41,Blue Bikes,"Boston Metro, MA",30655,2630,13,2,2019
42,Blue Bikes,"Boston Metro, MA",42189,3622,14,2,2019
43,Blue Bikes,"Boston Metro, MA",39754,3378,15,2,2019
44,Blue Bikes,"Boston Metro, MA",36660,2326,16,2,2019
45,Blue Bikes,"Boston Metro, MA",33193,2077,17,2,2019
46,Blue Bikes,"Boston Metro, MA",10457,955,18,2,2019
47,Blue Bikes,"Boston Metro, MA",30721,2789,19,2,2019
48,Blue Bikes,"Boston Metro, MA",33506,3154,20,2,2019
49,Blue Bikes,"Boston Metro, MA",34602,2895,21,2,2019
50,Blue Bikes,"Boston Metro, MA",45859,3725,22,2,2019
51,Blue Bikes,"Boston Metro, MA",36174,2418,23,2,2019
52,Blue Bikes,"Boston Metro, MA",12638,1077,24,2,2019
53,Blue Bikes,"Boston Metro, MA",30625,2889,25,2,2019
54,Blue Bikes,"Boston Metro, MA",31727,3045,26,2,2019
55,Blue Bikes,"Boston Metro, MA",31115,2976,27,2,2019
56,Blue Bikes,"Boston Metro, MA",25527,2329,28,2,2019
57,Blue Bikes,"Boston Metro, MA",38484,3187,1,3,2019
58,Blue Bikes,"Boston Metro, MA",9510,835,2,3,2019
59,Blue Bikes,"Boston Metro, MA",23910,1843,3,3,2019
60,Blue Bikes,"Boston Metro, MA",14307,1258,4,3,2019
61,Blue Bikes,"Boston Metro, MA",31740,2718,5,3,2019
62,Blue Bikes,"Boston Metro, MA",29043,2615,6,3,2019
63,Blue Bikes,"Boston Metro, MA",31175,2756,7,3,2019
64,Blue Bikes,"Boston Metro, MA",34124,2856,8,3,2019
65,Blue Bikes,"Boston Metro, MA",29551,2085,9,3,2019
66,Blue Bikes,"Boston Metro, MA",7127,672,10,3,2019
67,Blue Bikes,"Boston Metro, MA",46603,3723,11,3,2019
68,Blue Bikes,"Boston Metro, MA",45594,3853,12,3,2019
69,Blue Bikes,"Boston Metro, MA",45839,3874,13,3,2019
70,Blue Bikes,"Boston Metro, MA",58195,4479,14,3,2019
71,Blue Bikes,"Boston Metro, MA",67660,4541,15,3,2019
72,Blue Bikes,"Boston Metro, MA",48584,2676,16,3,2019
73,Blue Bikes,"Boston Metro, MA",39706,2306,17,3,2019
74,Blue Bikes,"Boston Metro, MA",46954,3762,18,3,2019
75,Blue Bikes,"Boston Metro, MA",50788,4112,19,3,2019
76,Blue Bikes,"Boston Metro, MA",58919,4508,20,3,2019
77,Blue Bikes,"Boston Metro, MA",55438,4425,21,3,2019
78,Blue Bikes,"Boston Metro, MA",23785,2005,22,3,2019
79,Blue Bikes,"Boston Metro, MA",36652,2258,23,3,2019
80,Blue Bikes,"Boston Metro, MA",86041,3550,24,3,2019
81,Blue Bikes,"Boston Metro, MA",60931,4551,25,3,2019
82,Blue Bikes,"Boston Metro, MA",54240,4384,26,3,2019
83,Blue Bikes,"Boston Metro, MA",56149,4413,27,3,2019
84,Blue Bikes,"Boston Metro, MA",65292,4833,28,3,2019
85,Blue Bikes,"Boston Metro, MA",57297,4157,29,3,2019
86,Blue Bikes,"Boston Metro, MA",145473,5780,30,3,2019
87,Blue Bikes,"Boston Metro, MA",48954,2617,31,3,2019
88,Blue Bikes,"Boston Metro, MA",62106,4658,1,4,2019
89,Blue Bikes,"Boston Metro, MA",72209,5466,2,4,2019
90,Blue Bikes,"Boston Metro, MA",66283,4896,3,4,2019
91,Blue Bikes,"Boston Metro, MA",69495,5340,4,4,2019
92,Blue Bikes,"Boston Metro, MA",63209,4855,5,4,2019
93,Blue Bikes,"Boston Metro, MA",157603,6087,6,4,2019
94,Blue Bikes,"Boston Metro, MA",135314,5630,7,4,2019
95,Blue Bikes,"Boston Metro, MA",33231,2769,8,4,2019
96,Blue Bikes,"Boston Metro, MA",53536,4428,9,4,2019
97,Blue Bikes,"Boston Metro, MA",63289,5087,10,4,2019
98,Blue Bikes,"Boston Metro, MA",85745,6129,11,4,2019
99,Blue Bikes,"Boston Metro, MA",78356,5711,12,4,2019
100,Blue Bikes,"Boston Metro, MA",175160,6924,13,4,2019
101,Blue Bikes,"Boston Metro, MA",148716,6422,14,4,2019
102,Blue Bikes,"Boston Metro, MA",75946,4573,15,4,2019
103,Blue Bikes,"Boston Metro, MA",100058,6452,16,4,2019
104,Blue Bikes,"Boston Metro, MA",109757,7204,17,4,2019
105,Blue Bikes,"Boston Metro, MA",74318,5515,18,4,2019
106,Blue Bikes,"Boston Metro, MA",128750,7383,19,4,2019
107,Blue Bikes,"Boston Metro, MA",66742,3622,20,4,2019
108,Blue Bikes,"Boston Metro, MA",119122,5326,21,4,2019
109,Blue Bikes,"Boston Metro, MA",47285,3499,22,4,2019
110,Blue Bikes,"Boston Metro, MA",80797,6216,23,4,2019
111,Blue Bikes,"Boston Metro, MA",119521,7896,24,4,2019
112,Blue Bikes,"Boston Metro, MA",126702,8272,25,4,2019
113,Blue Bikes,"Boston Metro, MA",38868,3369,26,4,2019
114,Blue Bikes,"Boston Metro, MA",81146,4594,27,4,2019
115,Blue Bikes,"Boston Metro, MA",68077,4037,28,4,2019
116,Blue Bikes,"Boston Metro, MA",111030,7330,29,4,2019
117,Blue Bikes,"Boston Metro, MA",75597,5716,30,4,2019
118,Blue Bikes,"Boston Metro, MA",95647,7202,1,5,2019
119,Blue Bikes,"Boston Metro, MA",67705,5421,2,5,2019
120,Blue Bikes,"Boston Metro, MA",81212,6049,3,5,2019
121,Blue Bikes,"Boston Metro, MA",100072,5328,4,5,2019
122,Blue Bikes,"Boston Metro, MA",78446,4617,5,5,2019
123,Blue Bikes,"Boston Metro, MA",116449,7820,6,5,2019
124,Blue Bikes,"Boston Metro, MA",113979,7811,7,5,2019
125,Blue Bikes,"Boston Metro, MA",133012,8856,8,5,2019
126,Blue Bikes,"Boston Metro, MA",120538,8363,9,5,2019
127,Blue Bikes,"Boston Metro, MA",100391,7071,10,5,2019
128,Blue Bikes,"Boston Metro, MA",187069,8022,11,5,2019
129,Blue Bikes,"Boston Metro, MA",18363,1473,12,5,2019
130,Blue Bikes,"Boston Metro, MA",68019,5186,13,5,2019
131,Blue Bikes,"Boston Metro, MA",57395,4780,14,5,2019
132,Blue Bikes,"Boston Metro, MA",111072,7893,15,5,2019
133,Blue Bikes,"Boston Metro, MA",132501,8691,16,5,2019
134,Blue Bikes,"Boston Metro, MA",88431,5783,17,5,2019
135,Blue Bikes,"Boston Metro, MA",208307,8832,18,5,2019
136,Blue Bikes,"Boston Metro, MA",118638,5839,19,5,2019
137,Blue Bikes,"Boston Metro, MA",133958,8414,20,5,2019
138,Blue Bikes,"Boston Metro, MA",146914,9385,21,5,2019
139,Blue Bikes,"Boston Metro, MA",138855,8965,22,5,2019
140,Blue Bikes,"Boston Metro, MA",118960,8211,23,5,2019
141,Blue Bikes,"Boston Metro, MA",121973,7874,24,5,2019
142,Blue Bikes,"Boston Metro, MA",183609,7591,25,5,2019
143,Blue Bikes,"Boston Metro, MA",205474,7634,26,5,2019
144,Blue Bikes,"Boston Metro, MA",204331,8134,27,5,2019
145,Blue Bikes,"Boston Metro, MA",59703,4523,28,5,2019
146,Blue Bikes,"Boston Metro, MA",103445,7559,29,5,2019
147,Blue Bikes,"Boston Metro, MA",128624,8560,30,5,2019
148,Blue Bikes,"Boston Metro, MA",154622,9354,31,5,2019
149,Blue Bikes,"Boston Metro, MA",160040,7328,1,6,2019
150,Blue Bikes,"Boston Metro, MA",148292,6893,2,6,2019
151,Blue Bikes,"Boston Metro, MA",146576,9289,3,6,2019
152,Blue Bikes,"Boston Metro, MA",158609,10002,4,6,2019
153,Blue Bikes,"Boston Metro, MA",164755,10453,5,6,2019
154,Blue Bikes,"Boston Metro, MA",154305,9939,6,6,2019
155,Blue Bikes,"Boston Metro, MA",193632,10827,7,6,2019
156,Blue Bikes,"Boston Metro, MA",226316,9504,8,6,2019
157,Blue Bikes,"Boston Metro, MA",210887,8842,9,6,2019
158,Blue Bikes,"Boston Metro, MA",166610,10069,10,6,2019
159,Blue Bikes,"Boston Metro, MA",133466,7991,11,6,2019
160,Blue Bikes,"Boston Metro, MA",190818,11707,12,6,2019
161,Blue Bikes,"Boston Metro, MA",58853,4505,13,6,2019
162,Blue Bikes,"Boston Metro, MA",173633,10376,14,6,2019
163,Blue Bikes,"Boston Metro, MA",218527,9315,15,6,2019
164,Blue Bikes,"Boston Metro, MA",61173,3672,16,6,2019
165,Blue Bikes,"Boston Metro, MA",175465,10607,17,6,2019
166,Blue Bikes,"Boston Metro, MA",114036,7932,18,6,2019
167,Blue Bikes,"Boston Metro, MA",173027,10937,19,6,2019
168,Blue Bikes,"Boston Metro, MA",102100,7061,20,6,2019
169,Blue Bikes,"Boston Metro, MA",133521,8576,21,6,2019
170,Blue Bikes,"Boston Metro, MA",222785,9618,22,6,2019
171,Blue Bikes,"Boston Metro, MA",231176,9835,23,6,2019
172,Blue Bikes,"Boston Metro, MA",183469,10627,24,6,2019
173,Blue Bikes,"Boston Metro, MA",119768,8360,25,6,2019
174,Blue Bikes,"Boston Metro, MA",186683,11393,26,6,2019
175,Blue Bikes,"Boston Metro, MA",189980,11627,27,6,2019
176,Blue Bikes,"Boston Metro, MA",186406,11039,28,6,2019
177,Blue Bikes,"Boston Metro, MA",146886,7102,29,6,2019
178,Blue Bikes,"Boston Metro, MA",126066,6405,30,6,2019
179,Blue Bikes,"Boston Metro, MA",184187,10795,1,7,2019
180,Blue Bikes,"Boston Metro, MA",183358,11152,2,7,2019
181,Blue Bikes,"Boston Metro, MA",172760,10322,3,7,2019
182,Blue Bikes,"Boston Metro, MA",304966,10646,4,7,2019
183,Blue Bikes,"Boston Metro, MA",173123,8236,5,7,2019
184,Blue Bikes,"Boston Metro, MA",116861,5331,6,7,2019
185,Blue Bikes,"Boston Metro, MA",213138,9164,7,7,2019
186,Blue Bikes,"Boston Metro, MA",185660,11115,8,7,2019
187,Blue Bikes,"Boston Metro, MA",182545,11427,9,7,2019
188,Blue Bikes,"Boston Metro, MA",176707,11152,10,7,2019
189,Blue Bikes,"Boston Metro, MA",185033,11327,11,7,2019
190,Blue Bikes,"Boston Metro, MA",138092,8753,12,7,2019
191,Blue Bikes,"Boston Metro, MA",212771,9761,13,7,2019
192,Blue Bikes,"Boston Metro, MA",207869,9304,14,7,2019
193,Blue Bikes,"Boston Metro, MA",192479,11485,15,7,2019
194,Blue Bikes,"Boston Metro, MA",196264,12117,16,7,2019
195,Blue Bikes,"Boston Metro, MA",134571,9176,17,7,2019
196,Blue Bikes,"Boston Metro, MA",155621,10104,18,7,2019
197,Blue Bikes,"Boston Metro, MA",184674,11101,19,7,2019
198,Blue Bikes,"Boston Metro, MA",128581,6722,20,7,2019
199,Blue Bikes,"Boston Metro, MA",140220,7190,21,7,2019
200,Blue Bikes,"Boston Metro, MA",147306,9529,22,7,2019
201,Blue Bikes,"Boston Metro, MA",120303,7897,23,7,2019
202,Blue Bikes,"Boston Metro, MA",214004,12771,24,7,2019
203,Blue Bikes,"Boston Metro, MA",216572,13123,25,7,2019
204,Blue Bikes,"Boston Metro, MA",212770,12330,26,7,2019
205,Blue Bikes,"Boston Metro, MA",231171,9985,27,7,2019
206,Blue Bikes,"Boston Metro, MA",196549,8997,28,7,2019
207,Blue Bikes,"Boston Metro, MA",178417,11272,29,7,2019
208,Blue Bikes,"Boston Metro, MA",183206,11952,30,7,2019
209,Blue Bikes,"Boston Metro, MA",147797,10100,31,7,2019
210,Blue Bikes,"Boston Metro, MA",205521,12979,1,8,2019
211,Blue Bikes,"Boston Metro, MA",211393,12243,2,8,2019
212,Blue Bikes,"Boston Metro, MA",203567,9413,3,8,2019
213,Blue Bikes,"Boston Metro, MA",228162,9765,4,8,2019
214,Blue Bikes,"Boston Metro, MA",202691,12265,5,8,2019
215,Blue Bikes,"Boston Metro, MA",195393,12554,6,8,2019
216,Blue Bikes,"Boston Metro, MA",172180,11114,7,8,2019
217,Blue Bikes,"Boston Metro, MA",181522,11727,8,8,2019
218,Blue Bikes,"Boston Metro, MA",197351,11882,9,8,2019
219,Blue Bikes,"Boston Metro, MA",271333,11253,10,8,2019
220,Blue Bikes,"Boston Metro, MA",224347,9955,11,8,2019
221,Blue Bikes,"Boston Metro, MA",195669,11783,12,8,2019
222,Blue Bikes,"Boston Metro, MA",168142,11146,13,8,2019
223,Blue Bikes,"Boston Metro, MA",193620,12062,14,8,2019
224,Blue Bikes,"Boston Metro, MA",196079,12125,15,8,2019
225,Blue Bikes,"Boston Metro, MA",198191,11547,16,8,2019
226,Blue Bikes,"Boston Metro, MA",197243,9194,17,8,2019
227,Blue Bikes,"Boston Metro, MA",171726,8366,18,8,2019
228,Blue Bikes,"Boston Metro, MA",143346,9411,19,8,2019
229,Blue Bikes,"Boston Metro, MA",185338,11473,20,8,2019
230,Blue Bikes,"Boston Metro, MA",141718,9530,21,8,2019
231,Blue Bikes,"Boston Metro, MA",175174,11242,22,8,2019
232,Blue Bikes,"Boston Metro, MA",175063,10748,23,8,2019
233,Blue Bikes,"Boston Metro, MA",222167,9868,24,8,2019
234,Blue Bikes,"Boston Metro, MA",164532,8268,25,8,2019
235,Blue Bikes,"Boston Metro, MA",174696,10877,26,8,2019
236,Blue Bikes,"Boston Metro, MA",180205,11799,27,8,2019
237,Blue Bikes,"Boston Metro, MA",102768,7574,28,8,2019
238,Blue Bikes,"Boston Metro, MA",185349,11984,29,8,2019
239,Blue Bikes,"Boston Metro, MA",196840,11620,30,8,2019
240,Blue Bikes,"Boston Metro, MA",201693,9261,31,8,2019
241,Blue Bikes,"Boston Metro, MA",226201,9651,1,9,2019
242,Blue Bikes,"Boston Metro, MA",137990,6873,2,9,2019
243,Blue Bikes,"Boston Metro, MA",203527,13310,3,9,2019
244,Blue Bikes,"Boston Metro, MA",168849,11793,4,9,2019
245,Blue Bikes,"Boston Metro, MA",198069,13605,5,9,2019
246,Blue Bikes,"Boston Metro, MA",193237,12830,6,9,2019
247,Blue Bikes,"Boston Metro, MA",178620,9599,7,9,2019
248,Blue Bikes,"Boston Metro, MA",210986,10655,8,9,2019
249,Blue Bikes,"Boston Metro, MA",193310,13129,9,9,2019
250,Blue Bikes,"Boston Metro, MA",184187,13069,10,9,2019
251,Blue Bikes,"Boston Metro, MA",193667,13617,11,9,2019
252,Blue Bikes,"Boston Metro, MA",136721,10576,12,9,2019
253,Blue Bikes,"Boston Metro, MA",197231,13037,13,9,2019
254,Blue Bikes,"Boston Metro, MA",153901,8705,14,9,2019
255,Blue Bikes,"Boston Metro, MA",213257,10822,15,9,2019
256,Blue Bikes,"Boston Metro, MA",184352,12837,16,9,2019
257,Blue Bikes,"Boston Metro, MA",189966,13366,17,9,2019
258,Blue Bikes,"Boston Metro, MA",182985,13251,18,9,2019
259,Blue Bikes,"Boston Metro, MA",191717,13498,19,9,2019
260,Blue Bikes,"Boston Metro, MA",223329,14152,20,9,2019
261,Blue Bikes,"Boston Metro, MA",251586,12262,21,9,2019
262,Blue Bikes,"Boston Metro, MA",221944,11252,22,9,2019
263,Blue Bikes,"Boston Metro, MA",187377,13196,23,9,2019
264,Blue Bikes,"Boston Metro, MA",186364,13378,24,9,2019
265,Blue Bikes,"Boston Metro, MA",182276,13482,25,9,2019
266,Blue Bikes,"Boston Metro, MA",145992,10899,26,9,2019
267,Blue Bikes,"Boston Metro, MA",208207,13904,27,9,2019
268,Blue Bikes,"Boston Metro, MA",245966,11838,28,9,2019
269,Blue Bikes,"Boston Metro, MA",206336,10617,29,9,2019
270,Blue Bikes,"Boston Metro, MA",161379,11975,30,9,2019
271,Blue Bikes,"Boston Metro, MA",413,17,1,10,2019
272,Blue Bikes,"Boston Metro, MA",23510,1521,1,1,2020
273,Blue Bikes,"Boston Metro, MA",48645,3750,2,1,2020
274,Blue Bikes,"Boston Metro, MA",54444,4318,3,1,2020
275,Blue Bikes,"Boston Metro, MA",18002,1446,4,1,2020
276,Blue Bikes,"Boston Metro, MA",24751,1914,5,1,2020
277,Blue Bikes,"Boston Metro, MA",53757,4501,6,1,2020
278,Blue Bikes,"Boston Metro, MA",60822,5066,7,1,2020
279,Blue Bikes,"Boston Metro, MA",55030,4644,8,1,2020
280,Blue Bikes,"Boston Metro, MA",47755,4076,9,1,2020
281,Blue Bikes,"Boston Metro, MA",63251,5057,10,1,2020
282,Blue Bikes,"Boston Metro, MA",103239,5279,11,1,2020
283,Blue Bikes,"Boston Metro, MA",104472,4922,12,1,2020
284,Blue Bikes,"Boston Metro, MA",54622,4628,13,1,2020
285,Blue Bikes,"Boston Metro, MA",64888,5475,14,1,2020
286,Blue Bikes,"Boston Metro, MA",75893,5975,15,1,2020
287,Blue Bikes,"Boston Metro, MA",49201,4261,16,1,2020
288,Blue Bikes,"Boston Metro, MA",33021,3052,17,1,2020
289,Blue Bikes,"Boston Metro, MA",16845,1475,18,1,2020
290,Blue Bikes,"Boston Metro, MA",21616,1651,19,1,2020
291,Blue Bikes,"Boston Metro, MA",23917,2110,20,1,2020
292,Blue Bikes,"Boston Metro, MA",46539,3957,21,1,2020
293,Blue Bikes,"Boston Metro, MA",56532,4708,22,1,2020
294,Blue Bikes,"Boston Metro, MA",63344,5278,23,1,2020
295,Blue Bikes,"Boston Metro, MA",68304,5316,24,1,2020
296,Blue Bikes,"Boston Metro, MA",34171,2440,25,1,2020
297,Blue Bikes,"Boston Metro, MA",58251,3674,26,1,2020
298,Blue Bikes,"Boston Metro, MA",69381,5785,27,1,2020
299,Blue Bikes,"Boston Metro, MA",66969,5617,28,1,2020
300,Blue Bikes,"Boston Metro, MA",65173,5572,29,1,2020
301,Blue Bikes,"Boston Metro, MA",59926,5181,30,1,2020
302,Blue Bikes,"Boston Metro, MA",70455,5536,31,1,2020
303,Blue Bikes,"Boston Metro, MA",48053,3454,1,2,2020
304,Blue Bikes,"Boston Metro, MA",49387,3650,2,2,2020
305,Blue Bikes,"Boston Metro, MA",74348,6143,3,2,2020
306,Blue Bikes,"Boston Metro, MA",76529,6405,4,2,2020
307,Blue Bikes,"Boston Metro, MA",75345,6222,5,2,2020
308,Blue Bikes,"Boston Metro, MA",37413,3321,6,2,2020
309,Blue Bikes,"Boston Metro, MA",40920,3523,7,2,2020
310,Blue Bikes,"Boston Metro, MA",35281,2818,8,2,2020
311,Blue Bikes,"Boston Metro, MA",33660,2709,9,2,2020
312,Blue Bikes,"Boston Metro, MA",48601,4279,10,2,2020
313,Blue Bikes,"Boston Metro, MA",51333,4439,11,2,2020
314,Blue Bikes,"Boston Metro, MA",76425,6434,12,2,2020
315,Blue Bikes,"Boston Metro, MA",50967,4391,13,2,2020
316,Blue Bikes,"Boston Metro, MA",50258,4382,14,2,2020
317,Blue Bikes,"Boston Metro, MA",28820,2290,15,2,2020
318,Blue Bikes,"Boston Metro, MA",39572,2886,16,2,2020
319,Blue Bikes,"Boston Metro, MA",58594,4109,17,2,2020
320,Blue Bikes,"Boston Metro, MA",41221,3588,18,2,2020
321,Blue Bikes,"Boston Metro, MA",67993,5705,19,2,2020
322,Blue Bikes,"Boston Metro, MA",56392,5056,20,2,2020
323,Blue Bikes,"Boston Metro, MA",49710,4462,21,2,2020
324,Blue Bikes,"Boston Metro, MA",60421,3946,22,2,2020
325,Blue Bikes,"Boston Metro, MA",94816,5034,23,2,2020
326,Blue Bikes,"Boston Metro, MA",98815,7126,24,2,2020
327,Blue Bikes,"Boston Metro, MA",83166,6689,25,2,2020
328,Blue Bikes,"Boston Metro, MA",79970,6486,26,2,2020
329,Blue Bikes,"Boston Metro, MA",53232,4647,27,2,2020
330,Blue Bikes,"Boston Metro, MA",64496,5408,28,2,2020
331,Blue Bikes,"Boston Metro, MA",43855,3236,29,2,2020
332,Blue Bikes,"Boston Metro, MA",36168,2799,1,3,2020
333,Blue Bikes,"Boston Metro, MA",76914,6075,2,3,2020
334,Blue Bikes,"Boston Metro, MA",101185,7616,3,3,2020
335,Blue Bikes,"Boston Metro, MA",78866,6561,4,3,2020
336,Blue Bikes,"Boston Metro, MA",92310,7139,5,3,2020
337,Blue Bikes,"Boston Metro, MA",71126,5700,6,3,2020
338,Blue Bikes,"Boston Metro, MA",35982,2468,7,3,2020
339,Blue Bikes,"Boston Metro, MA",68210,4101,8,3,2020
340,Blue Bikes,"Boston Metro, MA",145674,8616,9,3,2020
341,Blue Bikes,"Boston Metro, MA",112864,7825,10,3,2020
342,Blue Bikes,"Boston Metro, MA",91700,6767,11,3,2020
343,Blue Bikes,"Boston Metro, MA",73114,5396,12,3,2020
344,Blue Bikes,"Boston Metro, MA",46287,3275,13,3,2020
345,Blue Bikes,"Boston Metro, MA",81128,3921,14,3,2020
346,Blue Bikes,"Boston Metro, MA",63048,2966,15,3,2020
347,Blue Bikes,"Boston Metro, MA",33045,2229,16,3,2020
348,Blue Bikes,"Boston Metro, MA",25837,1700,17,3,2020
349,Blue Bikes,"Boston Metro, MA",54147,2607,18,3,2020
350,Blue Bikes,"Boston Metro, MA",11612,787,19,3,2020
351,Blue Bikes,"Boston Metro, MA",58753,2599,20,3,2020
352,Blue Bikes,"Boston Metro, MA",75049,2609,21,3,2020
353,Blue Bikes,"Boston Metro, MA",33244,1387,22,3,2020
354,Blue Bikes,"Boston Metro, MA",10193,659,23,3,2020
355,Blue Bikes,"Boston Metro, MA",26919,1298,24,3,2020
356,Blue Bikes,"Boston Metro, MA",19633,1083,25,3,2020
357,Blue Bikes,"Boston Metro, MA",36595,1585,26,3,2020
358,Blue Bikes,"Boston Metro, MA",56460,2157,27,3,2020
359,Blue Bikes,"Boston Metro, MA",68858,2337,28,3,2020
360,Blue Bikes,"Boston Metro, MA",5610,332,29,3,2020
361,Blue Bikes,"Boston Metro, MA",12047,719,30,3,2020
362,Blue Bikes,"Boston Metro, MA",25570,1298,31,3,2020
363,Blue Bikes,"Boston Metro, MA",22383,1156,1,4,2020
364,Blue Bikes,"Boston Metro, MA",10728,668,2,4,2020
365,Blue Bikes,"Boston Metro, MA",6407,384,3,4,2020
366,Blue Bikes,"Boston Metro, MA",52996,2029,4,4,2020
367,Blue Bikes,"Boston Metro, MA",60014,2006,5,4,2020
368,Blue Bikes,"Boston Metro, MA",51654,1885,6,4,2020
369,Blue Bikes,"Boston Metro, MA",52088,1943,7,4,2020
370,Blue Bikes,"Boston Metro, MA",25735,1209,8,4,2020
371,Blue Bikes,"Boston Metro, MA",9820,585,9,4,2020
372,Blue Bikes,"Boston Metro, MA",20792,1141,10,4,2020
373,Blue Bikes,"Boston Metro, MA",60768,2247,11,4,2020
374,Blue Bikes,"Boston Metro, MA",89332,2669,12,4,2020
375,Blue Bikes,"Boston Metro, MA",4596,317,13,4,2020
376,Blue Bikes,"Boston Metro, MA",47368,2011,14,4,2020
377,Blue Bikes,"Boston Metro, MA",29786,1452,15,4,2020
378,Blue Bikes,"Boston Metro, MA",25593,1343,16,4,2020
379,Blue Bikes,"Boston Metro, MA",33298,1559,17,4,2020
380,Blue Bikes,"Boston Metro, MA",11396,668,18,4,2020
381,Blue Bikes,"Boston Metro, MA",122219,3667,19,4,2020
382,Blue Bikes,"Boston Metro, MA",28031,1408,20,4,2020
383,Blue Bikes,"Boston Metro, MA",14728,843,21,4,2020
384,Blue Bikes,"Boston Metro, MA",19993,1123,22,4,2020
385,Blue Bikes,"Boston Metro, MA",47388,2041,23,4,2020
386,Blue Bikes,"Boston Metro, MA",12681,801,24,4,2020
387,Blue Bikes,"Boston Metro, MA",141430,4229,25,4,2020
388,Blue Bikes,"Boston Metro, MA",22124,997,26,4,2020
389,Blue Bikes,"Boston Metro, MA",5407,350,27,4,2020
390,Blue Bikes,"Boston Metro, MA",32901,1647,28,4,2020
391,Blue Bikes,"Boston Metro, MA",49944,2070,29,4,2020
392,Blue Bikes,"Boston Metro, MA",24952,1349,30,4,2020
393,Blue Bikes,"Boston Metro, MA",30122,1421,1,5,2020
394,Blue Bikes,"Boston Metro, MA",163060,4928,2,5,2020
395,Blue Bikes,"Boston Metro, MA",204610,5851,3,5,2020
396,Blue Bikes,"Boston Metro, MA",60879,2477,4,5,2020
397,Blue Bikes,"Boston Metro, MA",65286,2625,5,5,2020
398,Blue Bikes,"Boston Metro, MA",47467,2143,6,5,2020
399,Blue Bikes,"Boston Metro, MA",71631,2847,7,5,2020
400,Blue Bikes,"Boston Metro, MA",40278,2001,8,5,2020
401,Blue Bikes,"Boston Metro, MA",26531,1418,9,5,2020
402,Blue Bikes,"Boston Metro, MA",72545,2688,10,5,2020
403,Blue Bikes,"Boston Metro, MA",25026,1355,11,5,2020
404,Blue Bikes,"Boston Metro, MA",54111,2454,12,5,2020
405,Blue Bikes,"Boston Metro, MA",70154,2936,13,5,2020
406,Blue Bikes,"Boston Metro, MA",115442,4116,14,5,2020
407,Blue Bikes,"Boston Metro, MA",87962,3452,15,5,2020
408,Blue Bikes,"Boston Metro, MA",192033,5872,16,5,2020
409,Blue Bikes,"Boston Metro, MA",148483,4635,17,5,2020
410,Blue Bikes,"Boston Metro, MA",59216,2748,18,5,2020
